"* 제시된 정류소리스트, 고유번호 및 X,Y 좌표는 실제현장과 상이할 수 있습니다.",,,,,,,,,
"* X,Y 좌표는 WGS84 경위도로 구성되어 있습니다.",,,,,,,,,
* 20220413기준 입니다.,,,,,,,,,
,,,,,,,,,
BUSLINENUM,ORD,NAME,SIGUNNAME,GUNAME,DONGNAME,X,Y,UNIQUEID,BUSSTOPID
1010(심야),21,계룡리슈빌,부산광역시,기장군,정관읍,129.1718865,35.32357597,16210,21310321085
1010(심야),22,한진해모로,부산광역시,기장군,정관읍,129.173628,35.32225994,16208,21310321083
1010(심야),23,정관농협기업지점,부산광역시,,,129.177223,35.32082398,16355,50000002213
1010(심야),24,구연동,부산광역시,기장군,정관읍,129.1806071,35.31967384,16109,21310321041
1010(심야),25,정관센트럴파크아파트,부산광역시,기장군,정관읍,129.1837728,35.3192688,16240,21310321105
1010(심야),26,달산초등학교,부산광역시,,,129.1876968,35.31974947,16292,50000000488
1010(심야),27,가화테라스1차,부산광역시,기장군,정관읍,129.1898931,35.32112194,16115,21310321014
1010(심야),28,LH4단지,부산광역시,,,129.1911452,35.32102968,16310,50000000672
1010(심야),29,동원로얄듀크1차아파트,부산광역시,,,129.19184,35.31866513,16302,50000000674
1010(심야),30,정관산단입구,부산광역시,,,129.1849029,35.31704711,16304,50000000676
1010(심야),31,한국폴리텍동부산캠퍼스,부산광역시,기장군,정관읍,129.1790553,35.31694147,16182,21310321020
1010(심야),32,석대화훼단지,부산광역시,해운대구,반송1동,129.1258991,35.21947033,9217,21090611002
1010(심야),33,반여농산물도매시장,부산광역시,해운대구,반송1동,129.1219971,35.21777634,9214,21090611008
1010(심야),34,서금지구대.금사역,부산광역시,금정구,금사동,129.1160064,35.21623368,11146,21110551014
1010(심야),35,서동역,부산광역시,금정구,서2동,129.1073248,35.21319404,11137,21110521001
1010(심야),36,협진태양맨션,부산광역시,동래구,명장2동,129.1045148,35.21020899,6204,21060641005
1010(심야),37,명장정수사업소,부산광역시,동래구,명장2동,129.1033459,35.20807094,6220,21060641001
1010(심야),38,명장조양맨션(명장역),부산광역시,동래구,명장2동,129.1011998,35.20462701,6199,21060641002
1010(심야),39,충렬사역.서원시장,부산광역시,동래구,안락1동,129.0983382,35.2013346,6195,21060611009
1010(심야),40,우성아파트,부산광역시,동래구,수민동,129.0924886,35.19494016,6163,21060511010
1010(심야),41,연산교차로,부산광역시,연제구,연산4동,129.0829301,35.18725408,13055,21130581012
1010(심야),42,부산시청,부산광역시,,,129.0754371,35.17839517,13709,50000002613
1010(심야),43,양정역,부산광역시,,,129.0699592,35.17153877,5703,50000002616
1010(심야),44,부전역,부산광역시,,,129.063209,35.16304339,5707,50000002620
1010(심야),45,부전시장,부산광역시,,,129.0610847,35.16040312,5709,50000002621
1010(심야),46,서면역.서면지하상가,부산광역시,,,129.0590191,35.15594596,5711,50000002623
1010(심야),47,서면한전,부산광역시,,,129.0590381,35.15321511,5713,50000002626
1010(심야),48,네오스포,부산광역시,부산진구,부전2동,129.053985,35.15306558,5064,21050521003
1010(심야),49,부암역.부산도시공사,부산광역시,부산진구,부전2동,129.0512762,35.15598519,5344,21050521029
1010(심야),50,롯데호텔백화점.서면역,부산광역시,부산진구,부전2동,129.0567778,35.15737515,5321,21050521024
1010(심야),51,부전시장,부산광역시,,,129.0607584,35.15964719,5708,50000002622
1010(심야),52,양정역,부산광역시,,,129.0698764,35.17108961,5704,50000002617
1010(심야),53,부산시청,부산광역시,,,129.0769142,35.17993786,13708,50000002612
1010(심야),54,연산교차로,부산광역시,연제구,연산4동,129.0829314,35.18689781,13056,21130581009
1010(심야),55,우성아파트,부산광역시,동래구,수민동,129.0929271,35.19495525,6164,21060511006
1010(심야),56,충렬사역.서원시장,부산광역시,동래구,안락1동,129.0982486,35.20063871,6197,21060611002
1010(심야),57,명장조양맨션(명장역),부산광역시,동래구,명장1동,129.1014471,35.20442365,6198,21060631001
1010(심야),58,명장정수사업소,부산광역시,동래구,명장1동,129.1036509,35.20789963,6219,21060631011
1010(심야),59,협진태양맨션,부산광역시,동래구,명장1동,129.1047621,35.21001727,6203,21060631016
1010(심야),60,금사입구,부산광역시,금정구,금사동,129.1091988,35.21411806,11142,21110551020
1010(심야),61,서금지구대.금사역,부산광역시,금정구,금사동,129.1163347,35.21607494,11145,21110551017
1010(심야),62,반여농산물도매시장,부산광역시,해운대구,반송1동,129.1222907,35.21756496,9215,21090611019
1010(심야),63,석대화훼단지,부산광역시,해운대구,반송1동,129.1259863,35.21927521,9216,21090611005
1010(심야),64,해운대수목원,부산광역시,,,129.1276577,35.22766214,,50000003032
1010(심야),65,한국폴리텍동부산캠퍼스,부산광역시,기장군,정관읍,129.1786433,35.31669229,16181,21310321018
1010(심야),66,정관산단입구,부산광역시,,,129.1849555,35.3167533,16305,50000000677
1010(심야),67,동원로얄듀크1차아파트,부산광역시,,,129.1921881,35.31852816,16303,50000000675
1010(심야),68,LH4단지,부산광역시,,,129.1914705,35.32106433,16301,50000000671
1010(심야),69,가화테라스1차,부산광역시,기장군,정관읍,129.1896973,35.32138258,16025,21310321013
1010(심야),70,달산초등학교,부산광역시,,,129.1875001,35.31999631,16291,50000000487
1010(심야),71,정관센트럴파크아파트,부산광역시,기장군,정관읍,129.1837347,35.31957377,16239,21310321104
1010(심야),72,구연동,부산광역시,기장군,정관읍,129.1807012,35.31996942,16110,21310321019
1010(심야),73,정관농협기업지점,부산광역시,,,129.1773675,35.32108721,16356,50000002214
1010(심야),74,한진해모로,부산광역시,기장군,정관읍,129.1746843,35.32209679,16207,21310321082
1010(심야),75,계룡리슈빌,부산광역시,기장군,정관읍,129.1722235,35.32373149,16209,21310321084
1010(심야),76,정관주민자치회관,부산광역시,,,129.1705887,35.32582055,16288,50000000448
1010(심야),77,롯데캐슬,부산광역시,기장군,정관읍,129.1693772,35.32761474,16211,21310321087
1010(심야),78,신정초등학교,부산광역시,,,129.1679585,35.32993187,16294,50000000579
1010(심야),79,정원초등학교,부산광역시,기장군,정관읍,129.1668846,35.33199538,16041,21310321001
1010(심야),80,솔마루공원,부산광역시,기장군,정관읍,129.1655372,35.33463258,16223,21310321097
1010(심야),81,모전마을,부산광역시,기장군,정관읍,129.1636874,35.3370626,16042,21310321058
1010(심야),82,모전초등학교,부산광역시,,,129.1629265,35.33874938,16179,50000000061
1010(심야),83,이지더원1차아파트정문,부산광역시,,,129.1640676,35.33988914,16259,50000000069
1010(심야),84,동일스위트3차,부산광역시,,,129.1667919,35.33854047,16296,50000000591
1010(심야),85,현진에버빌후문사거리,부산광역시,,,129.1691574,35.3350873,16274,50000000371
1010(심야),86,죽향공원,부산광역시,,,129.1701855,35.33282055,16378,50000002589
1010(심야),87,산막입구,부산광역시,기장군,정관읍,129.1716901,35.33056023,16140,21310321005
1010(심야),88,평전마을,부산광역시,기장군,정관읍,129.1738921,35.32829072,16039,21310321006
1010(심야),89,신동아파밀리에후문,부산광역시,기장군,정관읍,129.1766596,35.32660386,16038,21310321032
1010(심야),90,정관읍사무소.기장소방서,부산광역시,기장군,정관읍,129.1797252,35.32517571,16172,21310321033
1010(심야),91,정관박물관,부산광역시,,,129.1823952,35.32743694,16359,50000002270
1010(심야),92,정관박물관,부산광역시,,,129.1816953,35.32696748,16360,50000002271
1010(심야),93,정관읍사무소.기장소방서,부산광역시,기장군,정관읍,129.1805875,35.32509347,16086,21310321030
1010(심야),94,정관풀리페아파트,부산광역시,,,129.1789007,35.32843973,16346,50000001876
1010(심야),95,가동마을,부산광역시,,,129.1798659,35.33110989,16282,50000000400
1011,1,청강리공영차고지,부산광역시,,,129.2126826,35.22425604,16265,50000000171
1011,2,청강리공영차고지입구,부산광역시,,,129.2132155,35.22386557,16264,50000000370
1011,3,내리초등학교,부산광역시,기장군,기장읍,129.2061518,35.20436598,16203,21310111112
1011,4,동해선송정역,부산광역시,해운대구,송정동,129.202474,35.18722883,9006,21090561013
1011,5,송정해수욕장입구,부산광역시,해운대구,송정동,129.2011819,35.18441461,9008,21090561019
1011,6,장산역,부산광역시,,,129.1754502,35.16934695,9060,50000002772
1011,7,해운대구청어귀삼거리,부산광역시,,,129.1616568,35.16525471,9731,50000002533
1011,8,해운대도시철도역,부산광역시,,,129.1586386,35.16357836,9729,50000002531
1011,9,운촌,부산광역시,,,129.1518252,35.1602888,9727,50000002530
1011,10,동백역,부산광역시,,,129.147387,35.16176896,9723,50000002211
1011,11,부산문화여고,부산광역시,,,129.1446868,35.16320006,9721,50000002210
1011,12,올림픽교차로,부산광역시,,,129.1404785,35.16760003,9719,50000002208
1011,13,벡스코역.올림픽교차로환승센터,부산광역시,,,129.1374006,35.16782096,9376,50000002305
1011,14,남부면허시험장,부산광역시,,,129.1059398,35.13023902,7202,50000000747
1011,15,동명대학교후문,부산광역시,남구,용당동,129.0980137,35.12058127,7112,21070611004
1011,16,용당동,부산광역시,남구,용당동,129.0948786,35.11565552,7193,21070611001
1011,17,HJ중공업,부산광역시,영도구,청학1동,129.0535976,35.09609569,4061,21040631003
1011,18,해동병원,부산광역시,영도구,봉래1동,129.0442436,35.09200165,4003,21040591001
1011,19,영선2동행정복지센터,부산광역시,,,129.0417051,35.08733332,4188,50000000444
1011,20,송도입구,부산광역시,서구,암남동,129.0181268,35.07943788,2129,21020681023
1011,21,고신대학교복음병원,부산광역시,서구,암남동,129.0161511,35.08147046,2130,21020681007
1011,22,부산천연가스발전소,부산광역시,사하구,감천1동,129.0027885,35.08826105,10009,21100651004
1011,23,YK스틸,부산광역시,사하구,구평동,128.9861538,35.08583375,10017,21100641006
1011,24,장림,부산광역시,사하구,신평1동,128.9790958,35.0851852,10136,21100581025
1011,25,명지신도시,부산광역시,강서구,명지동,128.9006793,35.0891944,12062,21120541013
1011,26,삼성자동차남문,부산광역시,강서구,녹산동,128.881395,35.08917669,12164,21120561057
1011,27,삼성자동차정문,부산광역시,강서구,녹산동,128.8766907,35.08916642,12041,21120561059
1011,28,부산지방중소벤처기업청,부산광역시,강서구,녹산동,128.8557542,35.08915633,12265,21120561213
1011,29,경제자유구역청,부산광역시,강서구,녹산동,128.8392155,35.08699213,12079,21120561015
1011,30,경제자유구역청,부산광역시,강서구,녹산동,128.8397217,35.08663787,12056,21120561004
1011,31,부산지방중소벤처기업청,부산광역시,강서구,녹산동,128.8555523,35.08878335,12264,21120561214
1011,32,삼성자동차정문,부산광역시,강서구,녹산동,128.8767389,35.08881484,12070,21120561048
1011,33,삼성자동차남문,부산광역시,강서구,녹산동,128.8813917,35.0888219,12165,21120561058
1011,34,명지신도시,부산광역시,강서구,명지동,128.9024312,35.08885599,12060,21120541012
1011,35,장림,부산광역시,사하구,장림2동,128.9792546,35.08484222,10137,21100611005
1011,36,YK스틸,부산광역시,사하구,구평동,128.9864234,35.08558587,10018,21100641004
1011,37,감천사거리,부산광역시,사하구,감천1동,129.0059139,35.08666098,10005,21100651018
1011,38,고신대학교복음병원,부산광역시,서구,암남동,129.0160124,35.08117988,2133,21020681005
1011,39,송도입구,부산광역시,서구,암남동,129.0174606,35.0797797,2134,21020681006
1011,40,영선2동행정복지센터,부산광역시,,,129.0420271,35.08705756,4187,50000000445
1011,41,해동병원,부산광역시,영도구,영선1동,129.044299,35.09121396,4004,21040541001
1011,42,봉학초등학교,부산광역시,영도구,청학1동,129.0536148,35.09559818,4063,21040631009
1011,43,용당동,부산광역시,남구,용당동,129.0952205,35.11571362,7194,21070611002
1011,44,동명대학교후문,부산광역시,남구,용당동,129.0981137,35.120201,7113,21070611003
1011,45,LG메트로시티,부산광역시,남구,대연3동,129.1086219,35.13251715,7175,21070531037
1011,46,올림픽교차로환승센터,부산광역시,,,129.1377092,35.16808137,9725,50000002300
1011,47,올림픽교차로,부산광역시,,,129.1400064,35.16780212,9720,50000002207
1011,48,부산문화여고,부산광역시,,,129.1443288,35.16314782,9722,50000002209
1011,49,동백역,부산광역시,,,129.1473164,35.16158548,9724,50000002212
1011,50,운촌,부산광역시,,,129.1511218,35.16003996,9728,50000002529
1011,51,해운대도시철도역,부산광역시,,,129.158407,35.16332566,9730,50000002532
1011,52,해운대구청어귀삼거리,부산광역시,해운대구,우1동,129.1621547,35.16530269,9253,21090511009
1011,53,장산역,부산광역시,,,129.1769637,35.16972303,9338,50000000390
1011,54,송정해수욕장입구,부산광역시,해운대구,송정동,129.2005223,35.18272208,9049,21090561012
1011,55,동해선송정역,부산광역시,해운대구,송정동,129.2028813,35.18722704,9007,21090561015
1011,56,내리초등학교,부산광역시,기장군,기장읍,129.2065646,35.2042978,16204,21310111113
1011,57,청강리공영차고지,부산광역시,,,129.2127877,35.22448841,16266,50000000170
103,1,연제공용버스차고지,부산광역시,,,129.0531722,35.1852428,13179,50000001059
103,2,시민도서관,부산광역시,부산진구,초읍동,129.0506159,35.18312604,5061,21050551017
103,3,초읍초등학교,부산광역시,부산진구,초읍동,129.0506445,35.18054726,5041,21050551012
103,4,부산진고교,부산광역시,부산진구,초읍동,129.0537369,35.17754553,5039,21050551002
103,5,연지한신타워,부산광역시,부산진구,연지동,129.0545223,35.17579031,5299,21050541003
103,6,성의신용협동조합,부산광역시,부산진구,연지동,129.0547495,35.17325225,5037,21050541002
103,7,국립부산국악원,부산광역시,부산진구,연지동,129.0548957,35.17164726,5035,21050541005
103,8,연지일동아파트,부산광역시,부산진구,연지동,129.0521211,35.16996051,5052,21050541011
103,9,부암교차로,부산광역시,부산진구,부암1동,129.05149,35.16695211,5163,21050641010
103,10,부산진구청,부산광역시,부산진구,부암1동,129.0543725,35.16353346,5165,21050641001
103,11,부전시장입구,부산광역시,부산진구,부전1동,129.0575851,35.15942737,5188,21050511007
103,12,서면역.서면지하상가,부산광역시,,,129.0590191,35.15594596,5711,50000002623
103,13,서면한전,부산광역시,,,129.0590381,35.15321511,5713,50000002626
103,14,범내골역,부산광역시,,,129.0591111,35.14871256,5715,50000002989
103,15,범곡교차로,부산광역시,동구,범일1동,129.056323,35.14071798,3002,21030651003
103,16,좌천동가구거리(좌천역),부산광역시,동구,좌천1동,129.0551343,35.13534754,3136,21030611001
103,17,봉생병원,부산광역시,,,129.0505044,35.13059194,3709,50000002999
103,18,부산진역,부산광역시,,,129.048828,35.12891709,3711,50000003000
103,19,고관입구,부산광역시,동구,수정2동,129.0453751,35.12647814,3099,21030571012
103,20,경남여중,부산광역시,동구,수정1동,129.0423661,35.12421247,3085,21030561004
103,21,이편한세상부산항.(구)성분도병원,부산광역시,,,129.0401174,35.12249678,3173,50000000032
103,22,부산고교,부산광역시,동구,초량3동,129.0390687,35.12052857,3070,21030531010
103,23,초량지구대,부산광역시,동구,초량2동,129.0377286,35.11792622,3066,21030521011
103,24,부산역.초량시장입구,부산광역시,동구,초량2동,129.0401425,35.11687316,3074,21030521013
103,25,영주동,부산광역시,,,129.0371461,35.10954966,1701,50000003011
103,26,중부경찰서삼거리,부산광역시,,,129.0362468,35.10756417,1703,50000003013
103,27,중앙역.부산우체국,부산광역시,,,129.036284,35.10333253,1705,50000003015
103,28,부산데파트,부산광역시,,,129.0364297,35.1008113,1707,50000003016
103,29,남포역.옛시청교차로,부산광역시,,,129.035766,35.09859655,1709,50000003018
103,30,남포동,부산광역시,,,129.0325367,35.09792981,1711,50000003021
103,31,자갈치역.비프광장,부산광역시,,,129.0295042,35.09812482,1713,50000003022
103,32,서구청.충무동,부산광역시,중구,남포동,129.0254847,35.09799375,1080,21010581016
103,33,부평시장,부산광역시,중구,부평동,129.0252587,35.1011934,1083,21010561002
103,34,보수초등학교,부산광역시,중구,보수동,129.0242581,35.10544678,1089,21010541002
103,35,동아대부민캠퍼스,부산광역시,서구,동대신1동,129.0217592,35.10771893,2181,21020511009
103,36,서부교회,부산광역시,서구,동대신1동,129.0193089,35.10863136,2053,21020511001
103,37,서대신우체국,부산광역시,서구,동대신3동,129.0164914,35.11290253,2045,21020531004
103,38,구덕운동장,부산광역시,서구,서대신3동,129.013837,35.11395298,2032,21020561003
103,39,서대신교차로.서대신역,부산광역시,,,129.0111201,35.11057689,2036,50000000415
103,40,부영아파트,부산광역시,사하구,괴정2동,129.0058013,35.1052736,10038,21100521002
103,41,괴정초등학교,부산광역시,사하구,괴정3동,128.9983599,35.10258652,10046,21100531002
103,42,괴정시장,부산광역시,사하구,괴정3동,128.9962684,35.10153935,10047,21100531004
103,43,괴정역.괴정사거리,부산광역시,사하구,괴정1동,128.9922256,35.10002633,10050,21100511003
103,44,괴정자유아파트,부산광역시,사하구,괴정1동,128.9886722,35.09937318,10051,21100511002
103,45,신평입구,부산광역시,사하구,괴정4동,128.986197,35.09745188,10060,21100541010
103,46,사남신익아파트,부산광역시,사하구,괴정4동,128.9833407,35.09673224,10059,21100541009
103,47,사남초등학교,부산광역시,사하구,괴정4동,128.9809546,35.09677212,10058,21100541003
103,48,신평배고개,부산광역시,사하구,신평1동,128.9774777,35.09576888,10057,21100581014
103,49,신평,부산광역시,사하구,신평1동,128.9737486,35.09360135,10125,21100581013
103,50,동매역,부산광역시,사하구,신평1동,128.973735,35.08965551,10129,21100581003
103,51,신평시장,부산광역시,사하구,신평1동,128.9767289,35.08954998,10131,21100581005
103,52,사하경찰서,부산광역시,사하구,신평1동,128.977319,35.08628618,10132,21100581024
103,53,제일제당,부산광역시,사하구,장림1동,128.9772115,35.08421068,10139,21100601005
103,54,장림역,부산광역시,사하구,장림2동,128.9771508,35.08006624,10162,21100611014
103,55,영남중학교,부산광역시,사하구,장림2동,128.9771099,35.07814639,10165,21100611010
103,56,신장림역,부산광역시,사하구,장림2동,128.9765081,35.07487866,10166,21100611015
103,57,협성르네상스타운아파트,부산광역시,,,128.9728173,35.07378249,10242,50000001067
103,58,벽산마마아파트,부산광역시,,,128.9727794,35.07016032,10243,50000001068
103,59,동원자동차정비공업사,부산광역시,사하구,장림2동,128.9749875,35.0690661,10244,21100611016
103,60,성보냉장,부산광역시,사하구,장림2동,128.9772221,35.06905833,10170,21100611017
103,61,고려냉장,부산광역시,사하구,장림2동,128.9774161,35.07058114,10169,21100611019
103,62,신장림역,부산광역시,사하구,장림2동,128.9768694,35.07500029,10167,21100611011
103,63,영남중학교,부산광역시,사하구,장림2동,128.9774625,35.07836399,10164,21100611007
103,64,장림역,부산광역시,사하구,장림2동,128.9774908,35.08005698,10163,21100611012
103,65,제일제당,부산광역시,사하구,장림2동,128.977569,35.08452878,10140,21100611013
103,66,사하경찰서,부산광역시,사하구,신평1동,128.9776494,35.08609487,10133,21100581023
103,67,신평시장,부산광역시,사하구,신평1동,128.9765975,35.08977192,10130,21100581010
103,68,동매역,부산광역시,사하구,신평1동,128.9731903,35.09034744,10127,21100581004
103,69,신평,부산광역시,사하구,신평1동,128.9735393,35.09300897,10126,21100581015
103,70,배고개,부산광역시,사하구,신평1동,128.9765562,35.09466818,10225,21100581027
103,71,신평배고개,부산광역시,사하구,괴정4동,128.9786079,35.09615475,10056,21100541005
103,72,사남초등학교,부산광역시,사하구,괴정4동,128.9811425,35.09658684,10055,21100541004
103,73,사남신익아파트,부산광역시,사하구,괴정4동,128.9835899,35.09650085,10054,21100541008
103,74,신평입구,부산광역시,사하구,괴정1동,128.986494,35.09763916,10053,21100511007
103,75,괴정자유아파트,부산광역시,사하구,괴정1동,128.9895433,35.0990903,10052,21100511001
103,76,괴정역.괴정사거리,부산광역시,,,128.9923439,35.09972368,10291,50000002631
103,77,괴정시장,부산광역시,사하구,괴정3동,128.9956346,35.10085589,10032,21100531003
103,78,괴정초등학교,부산광역시,사하구,괴정3동,128.9985465,35.10228047,10033,21100531001
103,79,대티터널입구,부산광역시,사하구,괴정2동,129.0036412,35.1037143,10035,21100521011
103,80,서대신역.서대신교차로,부산광역시,서구,서대신3동,129.0132317,35.11225669,2041,21020561005
103,81,부경고교,부산광역시,서구,서대신3동,129.0139598,35.11354157,2042,21020561004
103,82,동대신역,부산광역시,서구,서대신2동,129.0171518,35.11107765,2046,21020551004
103,83,서부교회,부산광역시,서구,서대신1동,129.0181106,35.10930524,2052,21020541003
103,84,동아대부민캠퍼스,부산광역시,서구,부민동,129.0209207,35.10746929,2180,21020591007
103,85,보수초등학교,부산광역시,중구,보수동,129.0237805,35.1055125,1088,21010541003
103,86,부평시장,부산광역시,중구,부평동,129.0249701,35.10212831,1084,21010561005
103,87,서구청,부산광역시,서구,충무동,129.0249416,35.09821913,2085,21020641014
103,88,자갈치역.비프광장,부산광역시,,,129.0291745,35.09787351,1714,50000003023
103,89,남포동,부산광역시,,,129.0319439,35.09790371,1712,50000003020
103,90,남포역.옛시청교차로,부산광역시,,,129.0352678,35.09796509,1710,50000003019
103,91,부산데파트,부산광역시,,,129.036658,35.10051458,1708,50000003017
103,92,중앙역.부산우체국,부산광역시,,,129.0364216,35.10467297,1706,50000003014
103,93,중앙역.중부경찰서삼거리,부산광역시,,,129.0362418,35.10670363,1704,50000003012
103,94,영주동,부산광역시,,,129.037155,35.10902683,1702,50000003010
103,95,부산역,부산광역시,,,129.0399718,35.1155625,3720,50000003008
103,96,국민은행,부산광역시,동구,초량2동,129.0399662,35.11713225,3065,21030521009
103,97,초량지구대,부산광역시,동구,초량2동,129.0379979,35.11796453,3067,21030521010
103,98,부산고교,부산광역시,동구,초량2동,129.0388219,35.1195063,3072,21030521007
103,99,(구)성분도병원,부산광역시,동구,초량3동,129.0403584,35.12254824,3083,21030531013
103,100,인창병원,부산광역시,동구,초량3동,129.0419297,35.12212237,3152,21030531012
103,101,초량역3번출구,부산광역시,동구,초량3동,129.0415405,35.12021611,3082,21030531016
103,102,경남여중입구,부산광역시,,,129.0438351,35.12247696,3716,50000003004
103,103,YMCA,부산광역시,,,129.0456132,35.12537575,3714,50000003003
103,104,부산진역,부산광역시,,,129.0488073,35.12852994,3712,50000003001
103,105,봉생병원,부산광역시,,,129.0509792,35.13071457,3710,50000002998
103,106,좌천동가구거리(좌천역),부산광역시,동구,범일1동,129.0555232,35.13514769,3138,21030651002
103,107,한성기린아파트,부산광역시,,,129.0566812,35.13913388,3175,50000000187
103,108,범곡교차로,부산광역시,동구,범일1동,129.0567416,35.14198207,3015,21030651001
103,109,범내골역.상공회의소,부산광역시,부산진구,범천1동,129.0610247,35.14776933,5223,21050771010
103,110,지오플레이스,부산광역시,부산진구,전포3동,129.063214,35.14919404,5238,21050621003
103,111,경남공고,부산광역시,,,129.0624046,35.151939,5349,50000000663
103,112,부전도서관,부산광역시,부산진구,전포1동,129.0624361,35.15499546,5281,21050601003
103,113,서면교차로,부산광역시,,,129.061751,35.1578888,5365,50000002725
103,114,부전시장입구,부산광역시,부산진구,부전1동,129.0582699,35.15902619,5186,21050511006
103,115,부산진구청.시민공원남1문,부산광역시,부산진구,범전동,129.0539629,35.16444832,5166,21050531001
103,116,부암교차로,부산광역시,부산진구,부암1동,129.0515079,35.16735253,5164,21050641003
103,117,연지일동아파트,부산광역시,부산진구,연지동,129.0523903,35.16960657,5053,21050541009
103,118,국립부산국악원,부산광역시,부산진구,연지동,129.0552429,35.17142774,5341,21050541013
103,119,성의신용협동조합,부산광역시,부산진구,연지동,129.0550132,35.17387771,5036,21050541001
103,120,연지청구아파트,부산광역시,부산진구,초읍동,129.054748,35.17624029,5298,21050551003
103,121,부산진고교,부산광역시,부산진구,초읍동,129.0536678,35.17824717,5038,21050551001
103,122,초읍초등학교,부산광역시,부산진구,초읍동,129.0513505,35.18046777,5040,21050551014
103,123,초읍삼거리,부산광역시,부산진구,초읍동,129.0498477,35.18209011,5296,21050551020
103,124,시민도서관,부산광역시,부산진구,초읍동,129.0511454,35.18304494,5070,21050551019
103,125,초읍고개,부산광역시,부산진구,초읍동,129.0529442,35.18452576,13134,21050551018
103,126,연제공용버스차고지,부산광역시,,,129.0533295,35.18550153,,50000002301
105,1,사직동,부산광역시,동래구,사직3동,129.0702991,35.19920788,6136,21060601008
105,2,남문초.연제우체국,부산광역시,연제구,거제1동,129.0707073,35.19391494,13135,21130511024
105,3,현대쌍용아파트,부산광역시,연제구,거제1동,129.068199,35.19340264,13136,21130511025
105,4,창신초등학교,부산광역시,연제구,거제2동,129.0669079,35.19256432,13143,21130521016
105,5,거성교차로.종합운동장역,부산광역시,연제구,거제2동,129.0686887,35.19079457,13017,21130521015
105,6,동해선거제역,부산광역시,연제구,거제2동,129.0722972,35.18911381,13015,21130521005
105,7,거제역,부산광역시,연제구,거제3동,129.0750904,35.18803579,13153,21130531007
105,8,연산역,부산광역시,연제구,연산5동,129.0804726,35.18629213,13051,21130591008
105,9,연산교차로,부산광역시,연제구,연산4동,129.0829314,35.18689781,13056,21130581009
105,10,웰니스병원.연산농협,부산광역시,연제구,연산1동,129.085341,35.18878191,13057,21130551003
105,11,경찰전직지원센터,부산광역시,연제구,연산1동,129.0886472,35.19134276,13060,21130551004
105,12,연안교,부산광역시,연제구,연산1동,129.090482,35.19277356,13061,21130551005
105,13,우성아파트,부산광역시,동래구,수민동,129.0929271,35.19495525,6164,21060511006
105,14,동래봉생병원,부산광역시,동래구,수민동,129.0954266,35.19713327,6165,21060511007
105,15,충렬사역.서원시장,부산광역시,동래구,안락1동,129.0982486,35.20063871,6197,21060611002
105,16,명장농협,부산광역시,,,129.0998796,35.20279364,6258,50000002537
105,17,명장조양맨션(명장역),부산광역시,동래구,명장1동,129.1014471,35.20442365,6198,21060631001
105,18,명장정수사업소,부산광역시,동래구,명장1동,129.1036509,35.20789963,6219,21060631011
105,19,협진태양맨션,부산광역시,동래구,명장1동,129.1047621,35.21001727,6203,21060631016
105,20,동상초등학교.서동역,부산광역시,금정구,서2동,129.1071317,35.21250686,11136,21110521003
105,21,금사입구,부산광역시,금정구,금사동,129.1091988,35.21411806,11142,21110551020
105,22,금사전화국,부산광역시,금정구,금사동,129.1136667,35.21518612,11144,21110551023
105,23,서금지구대.금사역,부산광역시,금정구,금사동,129.1163347,35.21607494,11145,21110551017
105,24,반여농산물도매시장,부산광역시,해운대구,반송1동,129.1222907,35.21756496,9215,21090611019
105,25,석대화훼단지,부산광역시,해운대구,반송1동,129.1259863,35.21927521,9216,21090611005
105,26,해운대수목원,부산광역시,,,129.1276577,35.22766214,,50000003032
105,27,동원로얄듀크2차아파트,부산광역시,기장군,정관읍,129.1774063,35.31825896,16248,21310321101
105,28,구연동,부산광역시,기장군,정관읍,129.1806071,35.31967384,16109,21310321041
105,29,정관센트럴파크아파트,부산광역시,기장군,정관읍,129.1837728,35.3192688,16240,21310321105
105,30,달산초등학교,부산광역시,,,129.1876968,35.31974947,16292,50000000488
105,31,가화테라스1차,부산광역시,기장군,정관읍,129.1898931,35.32112194,16115,21310321014
105,32,LH4단지,부산광역시,,,129.1911452,35.32102968,16310,50000000672
105,33,동원로얄듀크1차아파트,부산광역시,,,129.19184,35.31866513,16302,50000000674
105,34,달음교,부산광역시,,,129.1975294,35.31926684,16373,50000002558
105,35,두산위브더테라스.재흥아파트,부산광역시,,,129.1969972,35.32174556,16374,50000002560
105,36,강변마을,부산광역시,기장군,정관읍,129.1939602,35.32262344,16024,21310321027
105,37,달산마을,부산광역시,,,129.191166,35.3221084,16351,50000002159
105,38,옛터어린이공원입구,부산광역시,,,129.190613,35.32402428,16353,50000002157
105,39,서희스타힐스,부산광역시,,,129.1878808,35.3247406,16257,50000000067
105,40,소두방공원,부산광역시,,,129.1851136,35.32385351,16255,50000000065
105,41,덕산마을,부산광역시,기장군,정관읍,129.1833841,35.32279588,16037,21310321029
105,42,정관박물관,부산광역시,,,129.1823952,35.32743694,16359,50000002270
105,43,정관박물관,부산광역시,,,129.1816953,35.32696748,16360,50000002271
105,44,덕산마을,부산광역시,기장군,정관읍,129.1833578,35.32265939,16170,21310321034
105,45,소두방공원,부산광역시,,,129.1853275,35.32363337,16254,50000000066
105,46,서희스타힐스,부산광역시,,,129.1880222,35.32448123,16256,50000000068
